ID,Form_ID,Form,Cognateset_ID,Alignment,Doubt,Cognate_detection_method,Cognate_source,Alignment_method,Alignment_source,Segment_slice
1364,7341,a + m a nʲ,p486,- - a + m a nʲ -,,expert,Hill2017,LingPy:SCA,,2
1365,5629,l ɛ ²² + p ĩ ∼ ⁵⁵,p503,l ɛ ²² + p ĩ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1366,5629,l ɛ ²² + p ĩ ∼ ⁵⁵,p505,l ɛ ²² + p ĩ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1367,2781,l a ŋ ³¹ + ts ə ŋ ³¹,p503,l a ŋ ³¹ + ts ə ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
1368,2781,l a ŋ ³¹ + ts ə ŋ ³¹,p504,l a ŋ ³¹ + ts ə ŋ ³¹,,expert,Hill2017,LingPy:SCA,,2
1369,2786,l a ŋ ⁵⁵ + t a ŋ ³¹,p503,l a ŋ ⁵⁵ + t a ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
1370,2786,l a ŋ ⁵⁵ + t a ŋ ³¹,p504,l a ŋ ⁵⁵ + t a ŋ ³¹,,expert,Hill2017,LingPy:SCA,,2
1371,2792,l a ŋ ³¹ + ts a ŋ ³⁵,p503,l a ŋ ³¹ + ts a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1
1372,2792,l a ŋ ³¹ + ts a ŋ ³⁵,p504,l a ŋ ³¹ + ts a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,2
1373,7343,l a nʲ,p503,l a nʲ,,expert,Hill2017,LingPy:SCA,,1
1374,2805,ŋ ɛ̰ ʔ ⁵⁵,p508,ŋ ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1375,5347,ɑ ʔ ⁴,p508,- ɑ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
1376,2798,a p ⁵⁵,p508,- a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1377,2800,a p ⁵⁵,p508,- a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1378,2801,ŋ ɛ̰ ʔ ⁵⁵,p508,ŋ ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1379,2804,ŋ a̰ p ⁵⁵,p508,ŋ a̰ p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1380,2806,a p ⁵⁵,p508,- a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1381,7345,a p,p508,- a p -,,expert,Hill2017,LingPy:SCA,,1
1382,6191,ʂ a n ³¹ + u ³¹,p445,ʂ a n ³¹ + u - ³¹,,expert,Hill2017,LingPy:SCA,,1
1383,6191,ʂ a n ³¹ + u ³¹,p1306,ʂ a n ³¹ + u - ³¹,,expert,Hill2017,LingPy:SCA,,2
1384,6206,ʃ ɛ̰ n ⁵⁵ + u ⁵³,p445,ʃ ɛ̰ n ⁵⁵ + u - ⁵³,,expert,Hill2017,LingPy:SCA,,1
1385,6206,ʃ ɛ̰ n ⁵⁵ + u ⁵³,p1306,ʃ ɛ̰ n ⁵⁵ + u - ⁵³,,expert,Hill2017,LingPy:SCA,,2
1386,6245,ʃ ɔ n ³⁵ + ṵ ³⁵,p445,ʃ ɔ n ³⁵ + ṵ - ³⁵,,expert,Hill2017,LingPy:SCA,,1
1387,6245,ʃ ɔ n ³⁵ + ṵ ³⁵,p1306,ʃ ɔ n ³⁵ + ṵ - ³⁵,,expert,Hill2017,LingPy:SCA,,2
1388,6335,ʂ a n ³¹ + u ʔ ³¹,p445,ʂ a n ³¹ + u ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
1389,6335,ʂ a n ³¹ + u ʔ ³¹,p1306,ʂ a n ³¹ + u ʔ ³¹,,expert,Hill2017,LingPy:SCA,,2
1390,6401,ʃ i ŋ ³⁵ + a̰ u ⁵⁵,p445,ʃ i ŋ ³⁵ + a̰ u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1391,6401,ʃ i ŋ ³⁵ + a̰ u ⁵⁵,p1306,ʃ i ŋ ³⁵ + a̰ u ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1392,6417,tθ ɑ̃ ∼ ⁵⁵ + u ⁵³,p445,tθ ɑ̃ ∼ ⁵⁵ + u - ⁵³,,expert,Hill2017,LingPy:SCA,,1
1393,6417,tθ ɑ̃ ∼ ⁵⁵ + u ⁵³,p1306,tθ ɑ̃ ∼ ⁵⁵ + u - ⁵³,,expert,Hill2017,LingPy:SCA,,2
1394,6479,ʃ i n ²¹ + u ⁵⁵,p445,ʃ i n ²¹ + u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1395,6479,ʃ i n ²¹ + u ⁵⁵,p1306,ʃ i n ²¹ + u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1396,5337,n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵,p516,n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1397,5337,n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵,p517,n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1398,2860,n a̰ ⁵⁵,p516,n a̰ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1399,2866,n ɔ̰ ³¹,p516,n ɔ̰ - ³¹,,expert,Hill2017,LingPy:SCA,,1
1400,7347,n̥ a ²²,p516,n̥ a - ²²,,expert,Hill2017,LingPy:SCA,,1
1401,2854,n̥ʲ ɔ ŋ ⁵⁵,p516,n̥ʲ ɔ ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1402,5257,pʰ j ɑ̃ ∼ ²²,p1121,pʰ j ɑ̃ ∼ ²²,,expert,Hill2017,LingPy:SCA,,1
1403,2964,s a m ⁵⁵,p537,s a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1404,2966,x a m ⁵¹,p537,x a m ⁵¹,,expert,Hill2017,LingPy:SCA,,1
1405,2967,x ɛ̃ ∼ ⁵⁵,p537,x ɛ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1406,2970,ʃ a̰ m ³³,p537,ʃ a̰ m ³³,,expert,Hill2017,LingPy:SCA,,1
1407,2971,x ɛ̃ ∼ ³¹,p537,x ɛ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,1
1408,2972,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,p867,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1409,2972,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,p1120,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1410,7349,pʰ j a m,p1121,pʰ j a m -,,expert,Hill2017,LingPy:SCA,,1
1411,5536,w ɛ ʔ ⁴,p552,w ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
1412,3027,v a ʔ ²¹,p552,v a ʔ ²¹,,expert,Hill2017,LingPy:SCA,,1
1413,3031,v u ʔ ³¹,p552,v u ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
1414,3025,o ʔ ⁵⁵,p552,- o ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1415,3028,v a ʔ ³¹,p552,v a ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
1416,3032,v ɔ ʔ ³¹,p552,v ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
1417,3033,o ʔ ⁵⁵,p552,- o ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1418,7351,w a k,p552,w a k -,,expert,Hill2017,LingPy:SCA,,1
1419,5281,m o ⁵⁵,p1129,m o - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1420,3236,m a u ³¹ + ʐ o ⁵⁵,p1129,m a u ³¹ + ʐ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1421,3236,m a u ³¹ + ʐ o ⁵⁵,p1128,m a u ³¹ + ʐ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1422,3239,m a u ²¹,p1129,m a u ²¹,,expert,Hill2017,LingPy:SCA,,1
1423,3242,m a u ³¹ + ɣ ɔ ⁵⁵,p1129,m a u ³¹ + ɣ ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1424,3242,m a u ³¹ + ɣ ɔ ⁵⁵,p1128,m a u ³¹ + ɣ ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1425,3246,m o u ³³ + w ɔ ³¹,p1129,m o u ³³ + w ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
1426,3246,m o u ³³ + w ɔ ³¹,p1128,m o u ³³ + w ɔ ³¹,,expert,Hill2017,LingPy:SCA,,2
1427,3248,m u k ⁵⁵,p1129,m u k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1428,3250,m a u ³¹ + ʐ o ⁵⁵,p1129,m a u ³¹ + ʐ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1429,3250,m a u ³¹ + ʐ o ⁵⁵,p1128,m a u ³¹ + ʐ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1430,7353,r o,p1128,r o,,expert,Hill2017,LingPy:SCA,,1
1431,6143,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,p1254,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1432,6143,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,p1008,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1433,6143,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,p1255,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,3
1434,6143,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,p1256,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,4
1435,6151,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,p1004,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,,expert,Hill2017,LingPy:SCA,,1
1436,6151,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,p1253,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,,expert,Hill2017,LingPy:SCA,,2
1437,6151,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,p1257,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,,expert,Hill2017,LingPy:SCA,,3
1438,6169,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,p1004,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,,expert,Hill2017,LingPy:SCA,,1
1439,6169,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,p1008,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,,expert,Hill2017,LingPy:SCA,,2
1440,6169,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,p1258,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,,expert,Hill2017,LingPy:SCA,,3
1441,6169,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,p1256,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,,expert,Hill2017,LingPy:SCA,,4
1442,6209,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,p1005,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,1
1443,6209,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,p1006,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,2
1444,6209,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,p1007,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,3
1445,6209,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,p1008,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,4
1446,6229,tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³,p1002,tθ ɛ ʔ ⁴ - - - + t ɑ̃ ∼ ⁵³,,expert,Hill2017,LingPy:SCA,,1
1447,6229,tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³,p1003,tθ ɛ ʔ ⁴ - - - + t ɑ̃ ∼ ⁵³,,expert,Hill2017,LingPy:SCA,,2
1448,6294,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹,p1005,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹,,expert,Hill2017,LingPy:SCA,,1
1449,6294,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹,p1006,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹,,expert,Hill2017,LingPy:SCA,,2
1450,6294,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹,p1007,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹,,expert,Hill2017,LingPy:SCA,,3
1451,6294,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹,p1008,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹,,expert,Hill2017,LingPy:SCA,,4
1452,6595,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,p1005,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1453,6595,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,p1006,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1454,6595,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,p1007,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,3
1455,6595,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,p1008,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,4
1456,7355,s a k + t a m,p1002,- - - - s a k + t a m -,,expert,Hill2017,LingPy:SCA,,1
1457,7355,s a k + t a m,p1003,- - - - s a k + t a m -,,expert,Hill2017,LingPy:SCA,,2
1458,5674,sʰ ɑ̃ ∼ ²²,p600,sʰ ɑ̃ ∼ ²²,,expert,Hill2017,LingPy:SCA,,1
1459,7357,k ʊ k,p1370,k ʊ k,,expert,Hill2017,LingPy:SCA,,1
1460,3310,tsʰ e n ⁵⁵,p600,tsʰ e n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1461,3311,tʃʰ i n ⁵¹,p600,tʃʰ i n ⁵¹,,expert,Hill2017,LingPy:SCA,,1
1462,3312,tʃʰ ɔ n ⁵⁵,p600,tʃʰ ɔ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1463,3313,tʃʰ ɛ n ³³,p600,tʃʰ ɛ n ³³,,expert,Hill2017,LingPy:SCA,,1
1464,3314,tʃʰ i ŋ ³¹,p600,tʃʰ i ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
1465,3315,tsʰ ɛ n ⁵⁵,p600,tsʰ ɛ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1466,7359,m l a ts,p608,m l a ts -,,expert,Hill2017,LingPy:SCA,,1
1467,3365,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,p1132,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
1468,3365,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,p1133,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,,expert,Hill2017,LingPy:SCA,,2
1469,3368,v u i ⁵¹ + m o ⁵⁵,p1134,v u i ⁵¹ + m o ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1470,3368,v u i ⁵¹ + m o ⁵⁵,p1135,v u i ⁵¹ + m o ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1471,3370,ɣ ə i ⁵⁵ + l ɔ̃ ∼ ⁵⁵,p1134,ɣ ə i - ⁵⁵ + l ɔ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1472,3370,ɣ ə i ⁵⁵ + l ɔ̃ ∼ ⁵⁵,p609,ɣ ə i - ⁵⁵ + l ɔ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1473,3373,k j e i ⁵³ + m ə ŋ ³³,p1134,k j e i ⁵³ + m ə ŋ ³³,,expert,Hill2017,LingPy:SCA,,1
1474,3373,k j e i ⁵³ + m ə ŋ ³³,p1151,k j e i ⁵³ + m ə ŋ ³³,,expert,Hill2017,LingPy:SCA,,2
1475,3374,ɣ ə k ³¹ + l ɔ̃ ∼ ³¹,p1134,ɣ ə - k ³¹ + l ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,1
1476,3374,ɣ ə k ³¹ + l ɔ̃ ∼ ³¹,p609,ɣ ə - k ³¹ + l ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,2
1477,5343,m j i ʔ ⁴,p608,m j i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
1478,3376,t i ⁵⁵ + k ɯ ³¹,p1136,t i ⁵⁵ + k ɯ ³¹,,expert,Hill2017,LingPy:SCA,,1
1479,3376,t i ⁵⁵ + k ɯ ³¹,p1137,t i ⁵⁵ + k ɯ ³¹,,expert,Hill2017,LingPy:SCA,,2
1480,5638,l ɑ̃ ∼ ⁵⁵,p612,l ɑ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1481,7361,l a m ⁵⁵,p612,l a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1482,3390,kʰ j o ⁵¹,p611,kʰ j o ⁵¹,,expert,Hill2017,LingPy:SCA,,1
1483,3392,kʰ j a ⁵⁵,p611,kʰ j a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1484,3394,kʰ j o ³³,p611,kʰ j o ³³,,expert,Hill2017,LingPy:SCA,,1
1485,3395,kʰ j ɔ ³¹,p611,kʰ j ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
1486,3397,cʰ ɔ ⁵⁵ + m ɔ ³¹,p611,cʰ ɔ ⁵⁵ + m - - ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
1487,3397,cʰ ɔ ⁵⁵ + m ɔ ³¹,p1138,cʰ ɔ ⁵⁵ + m - - ɔ ³¹,,expert,Hill2017,LingPy:SCA,,2
1488,3387,x a ⁵⁵ + m ʐ u a ³¹,p611,x a ⁵⁵ + m ʐ u a ³¹,,expert,Hill2017,LingPy:SCA,,1
1489,3387,x a ⁵⁵ + m ʐ u a ³¹,p1138,x a ⁵⁵ + m ʐ u a ³¹,,expert,Hill2017,LingPy:SCA,,2
1490,5583,ɑ ⁵³ + m j i ʔ ⁴,p1141,ɑ ⁵³ + m j i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
1491,5583,ɑ ⁵³ + m j i ʔ ⁴,p613,ɑ ⁵³ + m j i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,2
1492,7363,m r j a t,p613,m r j a t -,,expert,Hill2017,LingPy:SCA,,1
1493,3401,m ʐ u a t ⁵⁵,p613,m ʐ u a t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1494,3404,a ²¹ + p ṵ n ⁵¹,p1141,a ²¹ + p ṵ n ⁵¹,,expert,Hill2017,LingPy:SCA,,1
1495,3404,a ²¹ + p ṵ n ⁵¹,p614,a ²¹ + p ṵ n ⁵¹,,expert,Hill2017,LingPy:SCA,,2
1496,3406,s a k ⁵⁵ + k j i ³¹,p1139,s a k ⁵⁵ + k j i ³¹,,expert,Hill2017,LingPy:SCA,,1
1497,3406,s a k ⁵⁵ + k j i ³¹,p1140,s a k ⁵⁵ + k j i ³¹,,expert,Hill2017,LingPy:SCA,,2
1498,3410,p a̰ n ³¹,p614,p a̰ n ³¹,,expert,Hill2017,LingPy:SCA,,1
1499,3412,m ɛ t ⁵⁵,p613,m - - ɛ t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1500,3409,ɑ ³¹ + p ɔ̰ n ³³,p1141,ɑ ³¹ + p ɔ̰ n ³³,,expert,Hill2017,LingPy:SCA,,1
1501,3409,ɑ ³¹ + p ɔ̰ n ³³,p614,ɑ ³¹ + p ɔ̰ n ³³,,expert,Hill2017,LingPy:SCA,,2
1502,3419,t ṵ i ²¹,p616,t ṵ i ²¹,,expert,Hill2017,LingPy:SCA,,1
1503,3421,t ṵ i ³⁵,p616,t ṵ i ³⁵,,expert,Hill2017,LingPy:SCA,,1
1504,3425,t ɔ̰ i ³⁵,p616,t ɔ̰ i ³⁵,,expert,Hill2017,LingPy:SCA,,1
1505,3427,t u i ³¹,p616,t u i ³¹,,expert,Hill2017,LingPy:SCA,,1
1506,5561,tɕ o ⁵⁵,p617,tɕ - o - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1507,7365,k r ə w ⁵⁵,p617,k r ə w ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1508,3416,t o i ³¹,p616,t o i ³¹,,expert,Hill2017,LingPy:SCA,,1
1509,3424,t ə̰ ⁵⁵,p616,t ə̰ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1510,5653,sʰ ɑ ⁵⁵,p624,sʰ ɑ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1511,7367,tsʰ a ⁵⁵,p624,tsʰ a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1512,3476,tɕʰ ɔ ³¹,p624,tɕʰ ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
1513,3479,tsʰ o ⁵⁵,p624,tsʰ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1514,3481,tʰ a ³⁵,p624,tʰ a ³⁵,,expert,Hill2017,LingPy:SCA,,1
1515,3484,tsʰ o ⁵⁵,p624,tsʰ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1516,3485,tsʰ ɔ ³⁵,p624,tsʰ ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,1
1517,3487,cʰ ɔ ³¹,p624,cʰ ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
1518,5506,tθ ɛ ⁵⁵,p625,tθ ɛ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1519,7369,s aj,p625,s aj -,,expert,Hill2017,LingPy:SCA,,1
1520,3491,s ă ³¹ + l e ⁵⁵,p625,s ă ³¹ + l e ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1521,3491,s ă ³¹ + l e ⁵⁵,p626,s ă ³¹ + l e ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1522,3494,s ă ²¹ + m u i ⁵¹,p625,s ă ²¹ + m u i ⁵¹,,expert,Hill2017,LingPy:SCA,,1
1523,3494,s ă ²¹ + m u i ⁵¹,p627,s ă ²¹ + m u i ⁵¹,,expert,Hill2017,LingPy:SCA,,2
1524,3496,m ɛ ⁵⁵ + ʃ a ⁵⁵,p1144,m ɛ ⁵⁵ + ʃ a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
1525,3496,m ɛ ⁵⁵ + ʃ a ⁵⁵,p625,m ɛ ⁵⁵ + ʃ a ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
1526,3499,s ə̆ ⁵⁵ + m u i ³¹,p625,s ə̆ ⁵⁵ + m u i ³¹,,expert,Hill2017,LingPy:SCA,,1
1527,3499,s ə̆ ⁵⁵ + m u i ³¹,p627,s ə̆ ⁵⁵ + m u i ³¹,,expert,Hill2017,LingPy:SCA,,2
1528,3500,m a ³¹ + ʃ ɔ ³¹,p1144,m a ³¹ + ʃ ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
1529,3500,m a ³¹ + ʃ ɔ ³¹,p625,m a ³¹ + ʃ ɔ ³¹,,expert,Hill2017,LingPy:SCA,,2
1530,3502,s a ³¹ + l ɛ ³¹,p625,s a ³¹ + l ɛ ³¹,,expert,Hill2017,LingPy:SCA,,1
1531,3502,s a ³¹ + l ɛ ³¹,p626,s a ³¹ + l ɛ ³¹,,expert,Hill2017,LingPy:SCA,,2
1532,5438,p ĩ ²² + l ɛ ²²,p634,p ĩ ²² - - - + l ɛ - ²²,,expert,Hill2017,LingPy:SCA,,1
1533,5438,p ĩ ²² + l ɛ ²²,p633,p ĩ ²² - - - + l ɛ - ²²,,expert,Hill2017,LingPy:SCA,,2
1534,7371,p a ŋ + l a j,p634,- - - p a ŋ + l a j -,,expert,Hill2017,LingPy:SCA,,1
1535,7371,p a ŋ + l a j,p633,- - - p a ŋ + l a j -,,expert,Hill2017,LingPy:SCA,,2
1536,3533,n a m ³¹ + tɕ u ³¹,p1147,n a m ³¹ + tɕ u ³¹,,expert,Hill2017,LingPy:SCA,,1
1537,3533,n a m ³¹ + tɕ u ³¹,p1148,n a m ³¹ + tɕ u ³¹,,expert,Hill2017,LingPy:SCA,,2
1538,3535,v u i ⁵¹ + m i ŋ ²¹,p635,- v u i ⁵¹ + m i ŋ ²¹,,expert,Hill2017,LingPy:SCA,,1
1539,3535,v u i ⁵¹ + m i ŋ ²¹,p632,- v u i ⁵¹ + m i ŋ ²¹,,expert,Hill2017,LingPy:SCA,,2
1540,3538,k j e i ⁵³ + m ə ŋ ³³,p635,k j e i ⁵³ + m ə ŋ ³³,,expert,Hill2017,LingPy:SCA,,1
