ID,Language_ID,Form,Alignment,Comment,Alignments,Morphemes,Segments,Cognate_Set,Language,Source,Parameter_ID,Value,Concept,Cognate_Sets,Prosodic_Structure
332,maru1248,ŋɔ̱ʔ⁵⁵,ŋ ɔ̰ ʔ ⁵⁵,,ŋ ɔ̰ ʔ ⁵⁵,bird,ŋ ɔ̰ ʔ ⁵⁵,116,Maru,TBL,937,ŋɔ̱ʔ⁵⁵,the bird,87,i n c t
334,xian1248,ŋ̊ɔʔ⁵⁵,ŋ̊ ɔ ʔ ⁵⁵,,ŋ̊ ɔ ʔ ⁵⁵,bird,ŋ̊ ɔ ʔ ⁵⁵,116,Xiandao,TBL,937,ŋ̊ɔʔ⁵⁵,the bird,87,i n c t
5545,nucl1310,ŋ̊ɛʔ⁴,ŋ̊ ɛ ʔ ⁴,,ŋ̊ ɛ ʔ ⁴,,ŋ̊ ɛ ʔ ⁴,116,Rangoon,TBL,937,ŋ̊ɛʔ⁴,the bird,87,i n c t
7223,oldb1234,ṅhak,ŋ̊ a k -,,ŋ̊ a k,,ŋ̊ a k,116,Old_Burmese,,937,ṅhak,the bird,87,i n c
383,bela1241,sui³⁵,s - u i ³⁵,,s - u i ³⁵,blood,s u i ³⁵,238,Bola,TBL,946,sui³⁵,the blood,93,i n N t
389,maru1248,sa³⁵,s - a - ³⁵,,s - a - ³⁵,,s a ³⁵,238,Maru,TBL,946,sa³⁵,the blood,93,i n t
5597,nucl1310,tθwe⁵⁵,tθ w e - ⁵⁵,,tθ w e - ⁵⁵,,tθ w e ⁵⁵,238,Rangoon,TBL,946,tθwe⁵⁵,the blood,93,i m n t
7225,oldb1234,suyḥ,s - u j ⁵⁵,,s u j ⁵⁵,,s u j ⁵⁵,238,Old_Burmese,,946,suyḥ,the blood,93,i n c t
5639,nucl1310,ɑ⁵³mwe⁵⁵,ɑ ⁵³ + m w e ⁵⁵,,ɑ ⁵³ - - - - + m w e - - ⁵⁵,,ɑ ⁵³ + m w e ⁵⁵,476,Rangoon,TBL,189,ɑ⁵³mwe⁵⁵,the body hair (hair or fur),275 1065,n t + i m n t
1726,long1372,a³¹mui³¹,a ³¹ + m u i ³¹,,a ³¹ - - - - + m - u i - ³¹,a-prefix hair,a ³¹ + m u i ³¹,476,Achang_Longchuan,TBL,189,a³¹mui³¹,the body hair (hair or fur),275 1065,n t + i n N t
1728,zaiw1240,ʃŏ²¹mau⁵⁵,ʃ ŏ ²¹ + m a u - ⁵⁵,,ʃ ŏ ²¹ + m - a u - ⁵⁵,meat hair,ʃ ŏ ²¹ + m a u ⁵⁵,201,Atsi,TBL,189,ʃŏ²¹mau⁵⁵,the body hair (hair or fur),1066 1065,i n t + i n N t
1730,bela1241,ʃă³⁵mau³⁵,ʃ ă ³⁵ + m a u - ³⁵,,ʃ ă ³⁵ + m - a u - ³⁵,meat hair,ʃ ă ³⁵ + m a u ³⁵,201,Bola,TBL,189,ʃă³⁵mau³⁵,the body hair (hair or fur),1066 1065,i n t + i n N t
1734,lash1242,ʃŏ⁵⁵mou⁵⁵,ʃ ŏ ⁵⁵ + m o u - ⁵⁵,,ʃ ŏ ⁵⁵ + m - o u - ⁵⁵,meat hair,ʃ ŏ ⁵⁵ + m o u ⁵⁵,201,Lashi,TBL,189,ʃŏ⁵⁵mou⁵⁵,the body hair (hair or fur),1066 1065,i n t + i n N t
1735,maru1248,ʃɔ̆³⁵muk⁵⁵,ʃ ɔ̆ ³⁵ + m u - k ⁵⁵,,ʃ ɔ̆ ³⁵ + m - u - k ⁵⁵,meat hair,ʃ ɔ̆ ³⁵ + m u k ⁵⁵,201,Maru,TBL,189,ʃɔ̆³⁵muk⁵⁵,the body hair (hair or fur),1066 1065,i n t + i n c t
1737,xian1248,mui³¹,m u i ³¹,,m - u i - ³¹,hair,m u i ³¹,197,Xiandao,TBL,189,mui³¹,the body hair (hair or fur),1065,i n N t
7227,oldb1234,muyḥ,m u j ⁵⁵,,m u j ⁵⁵,body-hair,m u j ⁵⁵,197,Old_Burmese,,189,muyḥ,the body hair (hair or fur),1065,i n c t
487,bela1241,ʃă³⁵u³¹,ʃ ă ³⁵ + - u - ³¹,,ʃ ă ³⁵ - + - u - ³¹,meat bone,ʃ ă ³⁵ + u ³¹,338,Bola,TBL,1394,ʃă³⁵u³¹,the bone,107 109,i n t + n t
490,lash1242,ʃŏ⁵⁵jou³³,ʃ ŏ ⁵⁵ + j o u ³³,,ʃ ŏ ⁵⁵ + j o u ³³,meat bone,ʃ ŏ ⁵⁵ + j o u ³³,338,Lashi,TBL,1394,ʃŏ⁵⁵jou³³,the bone,107 109,i n t + i n N t
493,maru1248,ʃŏ³⁵ɣuk⁵⁵,ʃ ŏ ³⁵ + ɣ u k ⁵⁵,,ʃ ŏ ³⁵ + ɣ u k ⁵⁵,meat bone,ʃ ŏ ³⁵ + ɣ u k ⁵⁵,338,Maru,TBL,1394,ʃŏ³⁵ɣuk⁵⁵,the bone,107 109,i n t + i n c t
5668,nucl1310,ɑ⁵³jo⁵⁵,ɑ ⁵³ + j o ⁵⁵,,ɑ ⁵³ + j o - ⁵⁵,,ɑ ⁵³ + j o ⁵⁵,514,Rangoon,TBL,1394,ɑ⁵³jo⁵⁵,the bone,108 109,n t + i n t
7229,oldb1234,ruiwḥ,r ə w ⁵⁵,,r ə w ⁵⁵,,r ə w ⁵⁵,593,Old_Burmese,,1394,ruiwḥ,the bone,109,i n c t
7231,oldb1234,a◦khak,a + kʰ a k,,a + kʰ a k,a-prefix branch,a + kʰ a k,178,Old_Burmese,,1531,a◦khak,the branch,135 114,n + i n c
526,long1372,ʂək⁵⁵kʐaŋ⁵⁵,ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵,,ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵,tree branch,ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵,311,Achang_Longchuan,TBL,1531,ʂək⁵⁵kʐaŋ⁵⁵,the branch,113 115,i n c t + i m n c t
528,zaiw1240,sik⁵⁵kja̱ŋ⁵¹,s i k ⁵⁵ + k j a̰ ŋ ⁵¹,,s i k ⁵⁵ + k j a̰ ŋ ⁵¹,tree branch,s i k ⁵⁵ + k j a̰ ŋ ⁵¹,311,Atsi,TBL,1531,sik⁵⁵kja̱ŋ⁵¹,the branch,113 115,i n c t + i m n c t
532,lash1242,sə̱k⁵⁵kɔ̱ʔ⁵⁵,s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,,s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,tree branch,s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,9,Lashi,TBL,1531,sə̱k⁵⁵kɔ̱ʔ⁵⁵,the branch,113 114,i n c t + i n c t
533,maru1248,sa̱k⁵⁵kɔ̱ʔ⁵⁵,s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,,s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,tree branch,s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵,9,Maru,TBL,1531,sa̱k⁵⁵kɔ̱ʔ⁵⁵,the branch,113 114,i n c t + i n c t
534,xian1248,ʂɯk⁵⁵xɔʔ⁵⁵,ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵,,ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵,tree branch,ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵,9,Xiandao,TBL,1531,ʂɯk⁵⁵xɔʔ⁵⁵,the branch,113 114,i n c t + i n c t
5511,nucl1310,ɑ⁵³kɑ̃i⁵⁵ɑ⁵³kʰɛʔ⁴,ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴,,ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴,,ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴,10,Rangoon,TBL,1531,ɑ⁵³kɑ̃i⁵⁵ɑ⁵³kʰɛʔ⁴,the branch,135 1026 135 114,n t + i n N c t + n t + i n c t
529,bela1241,sak⁵⁵ka̱ʔ⁵⁵,s a k ⁵⁵ + k a̰ ʔ ⁵⁵,,s a k ⁵⁵ + k a̰ ʔ ⁵⁵,tree branch,s a k ⁵⁵ + k a̰ ʔ ⁵⁵,9,Bola,TBL,1531,sak⁵⁵ka̱ʔ⁵⁵,the branch,113 114,i n c t + i n c t
545,bela1241,nau³⁵,n a u - ³⁵,,n a u - ³⁵,breast-milk,n a u ³⁵,189,Bola,TBL,1402,nau³⁵,the breast (female),116,i n N t
5600,nucl1310,no⁵³õ²²,n o ⁵³ + õ ∼ ²²,,n o - - ⁵³ + õ ∼ ²²,,n o ⁵³ + õ ∼ ²²,327,Rangoon,TBL,1402,no⁵³õ²²,the breast (female),116 117,i n t + n c t
7233,oldb1234,nuivʔ,n ə - w ⁵³,,n ə w ⁵³,breast-milk,n ə w ⁵³,189,Old_Burmese,,1402,nuivʔ,the breast (female),116,i n c t
551,maru1248,nuk⁵⁵,n u - k ⁵⁵,,n u - k ⁵⁵,milk-breast,n u k ⁵⁵,189,Maru,TBL,1402,nuk⁵⁵,the breast (female),116,i n c t
627,long1372,tsă³¹oi³¹,ts ă ³¹ + o i ³¹,,ts ă ³¹ + o i ³¹,son ?,ts ă ³¹ + o i ³¹,526,Achang_Longchuan,TBL,1304,tsă³¹oi³¹,the child (young human),137 138,i n t + n N t
629,zaiw1240,tsŏ²¹ʃaŋ⁵¹,ts ŏ ²¹ + ʃ a ŋ ⁵¹,,ts ŏ ²¹ + ʃ a ŋ ⁵¹,son ?,ts ŏ ²¹ + ʃ a ŋ ⁵¹,109,Atsi,TBL,1304,tsŏ²¹ʃaŋ⁵¹,the child (young human),137 139,i n t + i n c t
630,bela1241,tă³¹ʃɔ̃⁵⁵,t ă ³¹ + ʃ ɔ̃ ∼ ⁵⁵,,t ă ³¹ + ʃ ɔ̃ ∼ ⁵⁵,child,t ă ³¹ + ʃ ɔ̃ ∼ ⁵⁵,109,Bola,TBL,1304,tă³¹ʃɔ̃⁵⁵,the child (young human),137 139,i n t + i n c t
633,maru1248,tsɔ̆³⁵ʃɔ̃³¹,ts ɔ̆ ³⁵ + ʃ ɔ̃ ∼ ³¹,,ts ɔ̆ ³⁵ + ʃ ɔ̃ ∼ ³¹,child1 child2,ts ɔ̆ ³⁵ + ʃ ɔ̃ ∼ ³¹,109,Maru,TBL,1304,tsɔ̆³⁵ʃɔ̃³¹,the child (young human),137 139,i n t + i n c t
634,xian1248,tsɔ³¹ui³¹,ts ɔ ³¹ + u i ³¹,,ts ɔ ³¹ + u i ³¹,child ???,ts ɔ ³¹ + u i ³¹,526,Xiandao,TBL,1304,tsɔ³¹ui³¹,the child (young human),137 138,i n t + n N t
5577,nucl1310,kɑ⁵³le⁵⁵,k ɑ ⁵³ + l e ⁵⁵,,k ɑ ⁵³ + l e ⁵⁵,,k ɑ ⁵³ + l e ⁵⁵,136,Rangoon,TBL,1304,kɑ⁵³le⁵⁵,the child (young human),1027 1028,i n t + i n t
660,long1372,xan³¹tɕin³¹,x a n ³¹ + tɕ i n ³¹,,x a n ³¹ + tɕ i n ³¹,weather? cloud?,x a n ³¹ + tɕ i n ³¹,411,Achang_Longchuan,TBL,1489,xan³¹tɕin³¹,the cloud,150 151,i n c t + i n c t
663,zaiw1240,mu̱t⁵⁵mau⁵⁵,m ṵ t ⁵⁵ + m a u ⁵⁵,,m ṵ t ⁵⁵ + m a u ⁵⁵,cloud sky,m ṵ t ⁵⁵ + m a u ⁵⁵,58,Atsi,TBL,1489,mu̱t⁵⁵mau⁵⁵,the cloud,1029 592,i n c t + i n N t
664,bela1241,tʃa̱m⁵⁵,tʃ a̰ m ⁵⁵,,tʃ a̰ m ⁵⁵,cloud,tʃ a̰ m ⁵⁵,428,Bola,TBL,1489,tʃa̱m⁵⁵,the cloud,148,i n c t
666,lash1242,tsɔ̱m⁵⁵mou⁵⁵,ts ɔ̰ m ⁵⁵ + m o u ⁵⁵,,ts ɔ̰ m ⁵⁵ + m o u ⁵⁵,cloud? sky,ts ɔ̰ m ⁵⁵ + m o u ⁵⁵,63,Lashi,TBL,1489,tsɔ̱m⁵⁵mou⁵⁵,the cloud,148 592,i n c t + i n N t
667,maru1248,tʃa̱m³¹thɔi³⁵,tʃ a̰ m ³¹ + tʰ ɔ i ³⁵,,tʃ a̰ m ³¹ + tʰ ɔ i ³⁵,cloudfog1 cloudfog2,tʃ a̰ m ³¹ + tʰ ɔ i ³⁵,263,Maru,TBL,1489,tʃa̱m³¹thɔi³⁵,the cloud,148 1030,i n c t + i n N t
668,xian1248,çaŋ⁵⁵cin³¹,ç a ŋ ⁵⁵ + c i n ³¹,,ç a ŋ ⁵⁵ + c i n ³¹,fog-cloud-1 fog-cloud-2,ç a ŋ ⁵⁵ + c i n ³¹,411,Xiandao,TBL,1489,çaŋ⁵⁵cin³¹,the cloud,150 151,i n c t + i n c t
5276,nucl1310,tẽ²²,t ẽ ∼ ²²,,t ẽ ∼ ²²,,t ẽ ∼ ²²,636,Rangoon,TBL,1489,tẽ²²,the cloud,149,i n c t
7235,oldb1234,tim,t i m -,,t i m,cloud,t i m,636,Old_Burmese,,1489,tim,the cloud,149,i n c
6179,bela1241,ta³¹,t a ³¹,,t a ³¹,child,t a ³¹,55,Bola,TBL,1357,ta³¹,the daughter,693,i n t
6123,xian1248,ji³¹ɲɔ³¹ʦɔ³¹,j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹,,j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹,??? woman child,j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹,308,Xiandao,TBL,1357,ji³¹ɲɔ³¹ʦɔ³¹,the daughter,1225 1226 1230,i n t + i n t + i n t
6256,long1372,ʦaŋ³¹ʑi³¹,ts a ŋ ³¹ + ʑ i ³¹,,ts a ŋ ³¹ + ʑ i ³¹,? ?,ts a ŋ ³¹ + ʑ i ³¹,564,Achang_Longchuan,TBL,1357,ʦaŋ³¹ʑi³¹,the daughter,1228 1229,i n c t + i n t
6257,maru1248,ʦo,ts o,,ts o -,child,ts o,696,Maru,TBL,1357,ʦo,the daughter,1230,i n
6320,maru1248,mji³⁵ɣɛ³⁵ʦɔ³⁵,m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵,,m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵,woman-1 woman-2 child,m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵,131,Maru,TBL,1357,mji³⁵ɣɛ³⁵ʦɔ³⁵,the daughter,899 910 1230,i m n t + i n t + i n t
6415,zaiw1240,mji²¹ve²¹ʦo²¹,m j i ²¹ + v e ²¹ + ts o ²¹,,m j i ²¹ + v e ²¹ + ts o ²¹,woman-1 woman-2 child,m j i ²¹ + v e ²¹ + ts o ²¹,131,Atsi,TBL,1357,mji²¹ve²¹ʦo²¹,the daughter,899 910 1230,i m n t + i n t + i n t
6559,nucl1310,tθɑ⁵³mi⁵⁵,tθ ɑ ⁵³ - - + m i ⁵⁵,,tθ ɑ ⁵³ + m - i ⁵⁵,,tθ ɑ ⁵³ + m i ⁵⁵,657,Rangoon,TBL,1357,tθɑ⁵³mi⁵⁵,the daughter,1230 899,i n t + i n t
6596,lash1242,mji³³ʦo³³,m j i ³³ + ts o ³³,,m j i ³³ + ts o ³³,woman-1 child,m j i ³³ + ts o ³³,145,Lashi,TBL,1357,mji³³ʦo³³,the daughter,899 1230,i m n t + i n t
7237,oldb1234,sa◦mīḥ,- - - s a + m i ⁵⁵,,s a + m i ⁵⁵,child female,s a + m i ⁵⁵,657,Old_Burmese,,1357,sa◦mīḥ,the daughter,1230 899,i n + i n t
7239,oldb1234,nhaṅḥ,n̥ a ŋ ⁵⁵,,n̥ a ŋ ⁵⁵,icy-thing,n̥ a ŋ ⁵⁵,41,Old_Burmese,,1977,nhaṅḥ,the dew,390,i n c t
6298,zaiw1240,ŋa̱n⁵¹,ŋ a̰ n ⁵¹,,ŋ a̰ n ⁵¹,cold-thing,ŋ a̰ n ⁵¹,41,Atsi,TBL,1977,ŋa̱n⁵¹,the dew,390,i n c t
6212,maru1248,ŋa̱ŋ³¹,ŋ a̰ ŋ ³¹,,ŋ a̰ ŋ ³¹,dew-frost,ŋ a̰ ŋ ³¹,41,Maru,TBL,1977,ŋa̱ŋ³¹,the dew,390,i n c t
6233,nucl1310,n̥ɪ̃⁵⁵,n̥ ɪ̃ ∼ ⁵⁵,,n̥ ɪ̃ ∼ ⁵⁵,,n̥ ɪ̃ ∼ ⁵⁵,41,Rangoon,TBL,1977,n̥ɪ̃⁵⁵,the dew,390,i n c t
6268,long1372,ʦhe³¹,tsʰ e ³¹,,tsʰ e ³¹,dew,tsʰ e ³¹,530,Achang_Longchuan,TBL,1977,ʦhe³¹,the dew,100,i n t
6487,lash1242,ŋa̱n³³tʃu⁵⁵,ŋ a̰ n ³³ + tʃ u ⁵⁵,,ŋ a̰ n ³³ + tʃ u ⁵⁵,icy-thing dew,ŋ a̰ n ³³ + tʃ u ⁵⁵,114,Lashi,TBL,1977,ŋa̱n³³tʃu⁵⁵,the dew,390 1317,i n c t + i n t
6544,xian1248,ʦhɛ³¹,tsʰ ɛ ³¹,,tsʰ ɛ ³¹,dew,tsʰ ɛ ³¹,530,Xiandao,TBL,1977,ʦhɛ³¹,the dew,100,i n t
6599,bela1241,ŋɛ̱̃⁵⁵,ŋ ɛ̰̃ ∼ ⁵⁵,,ŋ ɛ̰̃ ∼ ⁵⁵,icy-thing,ŋ ɛ̰̃ ∼ ⁵⁵,41,Bola,TBL,1977,ŋɛ̱̃⁵⁵,the dew,390,i n c t
957,zaiw1240,khui²¹,kʰ - u i ²¹,,kʰ u i - ²¹,dog,kʰ u i ²¹,76,Atsi,TBL,2009,khui²¹,the dog,216,i n N t
958,bela1241,khui³⁵,kʰ - u i ³⁵,,kʰ u i - ³⁵,dog,kʰ u i ³⁵,76,Bola,TBL,2009,khui³⁵,the dog,216,i n N t
964,xian1248,fui³¹,f - u i ³¹,,f u i - - ³¹,dog,f u i ³¹,76,Xiandao,TBL,2009,fui³¹,the dog,216,i n N t
962,maru1248,lə̆³¹kha³⁵,l ə̆ ³¹ + kʰ a ³⁵,,l ə̆ ³¹ + kʰ a - - ³⁵,dog1 dog2,l ə̆ ³¹ + kʰ a ³⁵,121,Maru,TBL,2009,lə̆³¹kha³⁵,the dog,1035 216,i n t + i n t
5406,nucl1310,kʰwe⁵⁵,kʰ w e - ⁵⁵,,kʰ w e - ⁵⁵,,kʰ w e ⁵⁵,76,Rangoon,TBL,2009,kʰwe⁵⁵,the dog,216,i m n t
955,long1372,xui³¹,x - u i ³¹,,x u i - ³¹,dog,x u i ³¹,76,Achang_Longchuan,TBL,2009,xui³¹,the dog,216,i n N t
961,lash1242,khui⁵⁵,kʰ - u i ⁵⁵,,kʰ u i - ⁵⁵,dog,kʰ u i ⁵⁵,76,Lashi,TBL,2009,khui⁵⁵,the dog,216,i n N t
7241,oldb1234,khuyḥ,kʰ - u j ⁵⁵,,kʰ u j ⁵⁵,dog,kʰ u j ⁵⁵,76,Old_Burmese,,2009,khuyḥ,the dog,216,i n c t
980,long1372,it⁵⁵mɔʔ⁵⁵,- i t ⁵⁵ - - + m ɔ ʔ ⁵⁵,,- i t ⁵⁵ + m ɔ ʔ ⁵⁵,sleep dream,i t ⁵⁵ + m ɔ ʔ ⁵⁵,460,Achang_Longchuan,TBL,2374,it⁵⁵mɔʔ⁵⁵,the dream,225 224,n c t + i n c t
981,zaiw1240,ju̱p⁵⁵moʔ²¹,j ṵ p ⁵⁵ - - + m o ʔ ²¹,,j ṵ p ⁵⁵ + m o ʔ ²¹,sleep dream,j ṵ p ⁵⁵ + m o ʔ ²¹,460,Atsi,TBL,2374,ju̱p⁵⁵moʔ²¹,the dream,225 224,i n c t + i n c t
982,bela1241,ja̱p⁵⁵maʔ⁵⁵,j a̰ p ⁵⁵ - - + m a ʔ ⁵⁵,,j a̰ p ⁵⁵ + m a ʔ ⁵⁵,sleep dream,j a̰ p ⁵⁵ + m a ʔ ⁵⁵,460,Bola,TBL,2374,ja̱p⁵⁵maʔ⁵⁵,the dream,225 224,i n c t + i n c t
983,lash1242,jɔ̱p⁵⁵mɔʔ³¹,j ɔ̰ p ⁵⁵ - - + m ɔ ʔ ³¹,,j ɔ̰ p ⁵⁵ + m ɔ ʔ ³¹,sleep dream,j ɔ̰ p ⁵⁵ + m ɔ ʔ ³¹,460,Lashi,TBL,2374,jɔ̱p⁵⁵mɔʔ³¹,the dream,225 224,i n c t + i n c t
984,maru1248,ja̱p³¹mɔʔ³¹,j a̰ p ³¹ - - + m ɔ ʔ ³¹,,j a̰ p ³¹ + m ɔ ʔ ³¹,dream mo-suffix,j a̰ p ³¹ + m ɔ ʔ ³¹,460,Maru,TBL,2374,ja̱p³¹mɔʔ³¹,the dream,225 224,i n c t + i n c t
985,xian1248,in³¹mɔʔ⁵⁵,- i n ³¹ - - + m ɔ ʔ ⁵⁵,,- i n ³¹ + m ɔ ʔ ⁵⁵,sleep dream,i n ³¹ + m ɔ ʔ ⁵⁵,460,Xiandao,TBL,2374,in³¹mɔʔ⁵⁵,the dream,225 224,n c t + i n c t
5255,nucl1310,eʔ⁴mɛʔ⁴,- e ʔ ⁴ - - + m ɛ ʔ ⁴,,- e ʔ ⁴ + m ɛ ʔ ⁴,sleep dream,e ʔ ⁴ + m ɛ ʔ ⁴,460,Rangoon,TBL,2374,eʔ⁴mɛʔ⁴,the dream,225 224,n c t + i n c t
7243,oldb1234,ip◦mak,- - - - i p + m a k -,,i p + m a k,sleep dream,i p + m a k,460,Old_Burmese,,2374,ip◦mak,the dream,225 224,n c + i n c
1089,long1372,ȵ̥on⁵⁵mɔk³⁵,n̥ʲ o n ⁵⁵ + m ɔ k ³⁵,,n̥ʲ o n ⁵⁵ + m ɔ k ³⁵,dirt? dust,n̥ʲ o n ⁵⁵ + m ɔ k ³⁵,582,Achang_Longchuan,TBL,2,ȵ̥on⁵⁵mɔk³⁵,the dust,1038 1039,i n c t + i n c t
1091,zaiw1240,phui²¹la̱u⁵¹,pʰ u i ²¹ + l a̰ - u ⁵¹,,pʰ u i ²¹ + l a̰ u - ⁵¹,? ?,pʰ u i ²¹ + l a̰ u ⁵¹,211,Atsi,TBL,2,phui²¹la̱u⁵¹,the dust,240 241,i n N t + i n N t
1092,bela1241,phə̆³¹lau⁵⁵,pʰ ə̆ - ³¹ + l a - u ⁵⁵,,pʰ ə̆ - ³¹ + l a u - ⁵⁵,,pʰ ə̆ ³¹ + l a u ⁵⁵,211,Bola,TBL,2,phə̆³¹lau⁵⁵,the dust,240 241,i n t + i n N t
1093,lash1242,phə̆⁵⁵lo̱u³³,pʰ ə̆ - ⁵⁵ + l o̰ - u ³³,,pʰ ə̆ - ⁵⁵ + l o̰ u - ³³,pa-prefix dust,pʰ ə̆ ⁵⁵ + l o̰ u ³³,211,Lashi,TBL,2,phə̆⁵⁵lo̱u³³,the dust,240 241,i n t + i n N t
1094,maru1248,phɔ̆i³⁵lu̱k³¹,pʰ ɔ̆ i ³⁵ + l ṵ k - ³¹,,pʰ ɔ̆ i ³⁵ + l ṵ - k ³¹,,pʰ ɔ̆ i ³⁵ + l ṵ k ³¹,211,Maru,TBL,2,phɔ̆i³⁵lu̱k³¹,the dust,240 241,i n N t + i n c t
5441,nucl1310,pʰõ²²,pʰ õ ∼ ²²,,pʰ õ ∼ ²²,,pʰ õ ∼ ²²,228,Rangoon,TBL,2,pʰõ²²,the dust,240,i n c t
7245,oldb1234,phun,pʰ u n -,,pʰ u n,,pʰ u n,228,Old_Burmese,,2,phun,the dust,240,i n c
1097,long1372,ni³¹tʂhua³¹,n i ³¹ + ʈʂʰ u a ³¹,,n i ³¹ + ʈʂʰ u a ³¹,ear hole?,n i ³¹ + ʈʂʰ u a ³¹,633,Achang_Longchuan,TBL,1247,ni³¹tʂhua³¹,the ear,242 244,i n t + i m n t
1100,zaiw1240,nŏ²¹phjo²¹,n ŏ ²¹ + pʰ j o ²¹,,n ŏ ²¹ + pʰ j o ²¹,ear ?,n ŏ ²¹ + pʰ j o ²¹,317,Atsi,TBL,1247,nŏ²¹phjo²¹,the ear,242 1040,i n t + i m n t
1103,bela1241,nə̆³¹khj⁵⁵,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,ear,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,396,Bola,TBL,1247,nə̆³¹khj⁵⁵,the ear,242 243,i n t + i m n c t
1108,lash1242,nə̆³³khjap⁵⁵,n ə̆ ³³ + kʰ j a p ⁵⁵,,n ə̆ ³³ + kʰ j a p ⁵⁵,ear hole,n ə̆ ³³ + kʰ j a p ⁵⁵,396,Lashi,TBL,1247,nə̆³³khjap⁵⁵,the ear,242 243,i n t + i m n c t
5556,nucl1310,nɑ⁵⁵,n ɑ ⁵⁵,,n ɑ ⁵⁵,,n ɑ ⁵⁵,646,Rangoon,TBL,1247,nɑ⁵⁵,the ear,242,i n t
1111,maru1248,nə̆³¹khjɛʔ⁵⁵,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,396,Maru,TBL,1247,nə̆³¹khjɛʔ⁵⁵,the ear,242 243,i n t + i m n c t
1113,xian1248,n̥a³¹tʂhɔ³¹,n̥ a ³¹ + ʈʂʰ ɔ - ³¹,,n̥ a ³¹ + ʈʂʰ - ɔ ³¹,ear ???,n̥ a ³¹ + ʈʂʰ ɔ ³¹,633,Xiandao,TBL,1247,n̥a³¹tʂhɔ³¹,the ear,242 244,i n t + i n t
7247,oldb1234,nāḥ◦ro₁k,n a ⁵⁵ + r o k,,n a ⁵⁵ + r o k,ear leaf,n a ⁵⁵ + r o k,351,Old_Burmese,,1247,nāḥ◦ro₁k,the ear,242 1365,i n t + i n c
7249,oldb1234,mliy,m l i j -,,m l i j,,m l i j,698,Old_Burmese,,1228,mliy,the earth (soil),1168,i m n c
5619,nucl1310,mje²²,m j e - ²²,,m j e ²²,,m j e ²²,698,Rangoon,TBL,1228,mje²²,the earth (soil),1168,i m n t
3919,long1372,mi⁵⁵,m - i - ⁵⁵,,m i ⁵⁵,earth,m i ⁵⁵,698,Achang_Longchuan,TBL,1228,mi⁵⁵,the earth (soil),1168,i n t
3920,zaiw1240,mji⁵⁵tse̱²¹,m j i - ⁵⁵ + ts ḛ - ²¹,,m j i ⁵⁵ + ts ḛ ²¹,earth-1 earth-2,m j i ⁵⁵ + ts ḛ ²¹,701,Atsi,TBL,1228,mji⁵⁵tse̱²¹,the earth (soil),1168 691,i m n t + i n t
3921,bela1241,mi⁵⁵kauŋ⁵⁵,m i ⁵⁵ + k a u ŋ ⁵⁵,,m i ⁵⁵ + k a u ŋ ⁵⁵,earth middle?,m i ⁵⁵ + k a u ŋ ⁵⁵,61,Bola,TBL,1228,mi⁵⁵kauŋ⁵⁵,the earth (soil),1168 1167,i n t + i n N c t
3922,lash1242,mji̱³¹tsei⁵⁵,m j ḭ - ³¹ + ts e i ⁵⁵,,m j ḭ ³¹ + ts e i ⁵⁵,,m j ḭ ³¹ + ts e i ⁵⁵,701,Lashi,TBL,1228,mji̱³¹tsei⁵⁵,the earth (soil),1168 691,i m n t + i n N t
