ID,Language_ID,Form,Alignment,Comment,Alignments,Morphemes,Segments,Cognate_Set,Language,Source,Parameter_ID,Value,Concept,Cognate_Sets,Prosodic_Structure
2631,bela1241,a³¹nuŋ⁵⁵,a ³¹ + n u ŋ ⁵⁵,,a ³¹ + n u ŋ ⁵⁵,a-prefix mother,a ³¹ + n u ŋ ⁵⁵,67,Bola,TBL,1216,a³¹nuŋ⁵⁵,the mother,1110 472,n t + i n c t
2634,lash1242,a⁵⁵mji̱⁵³,a ⁵⁵ - + m j ḭ - ⁵³,,a ⁵⁵ + m j ḭ - - ⁵³,a-prefix woman-1,a ⁵⁵ + m j ḭ ⁵³,628,Lashi,TBL,1216,a⁵⁵mji̱⁵³,the mother,1110 470,n t + i m n t
2635,maru1248,a⁵⁵mji̱⁵⁵,a ⁵⁵ - + m j ḭ - ⁵⁵,,a ⁵⁵ + m j ḭ - - ⁵⁵,a-prefix woman-3,a ⁵⁵ + m j ḭ ⁵⁵,628,Maru,TBL,1216,a⁵⁵mji̱⁵⁵,the mother,1110 470,n t + i m n t
2637,xian1248,mɛ³¹,m ɛ - - ³¹,,m - ɛ - - ³¹,mother,m ɛ ³¹,312,Xiandao,TBL,1216,mɛ³¹,the mother,470,i n t
7328,oldb1234,a◦miy,- - a + m - i j -,,a + m i j,a-prefix mother,a + m i j,628,Old_Burmese,,1216,a◦miy,the mother,1110 470,n + i n c
5613,nucl1310,tɑ̃u²²,t ɑ̃ u ∼ ²²,,t ɑ̃ u ∼ ²²,,t ɑ̃ u ∼ ²²,35,Rangoon,TBL,639,tɑ̃u²²,the mountain,474,i n N c t
2641,long1372,pum⁵⁵,p u m ⁵⁵,,p u m ⁵⁵,mountain,p u m ⁵⁵,480,Achang_Longchuan,TBL,639,pum⁵⁵,the mountain,1111,i n c t
2644,zaiw1240,pum⁵¹,p u m ⁵¹,,p u m ⁵¹,mountain,p u m ⁵¹,480,Atsi,TBL,639,pum⁵¹,the mountain,1111,i n c t
2646,bela1241,pam⁵⁵,p a m ⁵⁵,,p a m ⁵⁵,mountain,p a m ⁵⁵,480,Bola,TBL,639,pam⁵⁵,the mountain,1111,i n c t
2649,lash1242,pɔm³¹,p ɔ m ³¹,,p ɔ m ³¹,mountain,p ɔ m ³¹,480,Lashi,TBL,639,pɔm³¹,the mountain,1111,i n c t
2650,maru1248,pam³¹,p a m ³¹,,p a m ³¹,,p a m ³¹,480,Maru,TBL,639,pam³¹,the mountain,1111,i n c t
2652,xian1248,pum⁵⁵,p u m ⁵⁵,,p u m ⁵⁵,mountain,p u m ⁵⁵,480,Xiandao,TBL,639,pum⁵⁵,the mountain,1111,i n c t
7330,oldb1234,to₂ṅ,t ʊ - ŋ -,,t ʊ ŋ,mountain,t ʊ ŋ,35,Old_Burmese,,639,to₂ṅ,the mountain,474,i n c
6185,long1372,kʐoʔ⁵⁵,k ʐ o ʔ ⁵⁵,,k ʐ - o ʔ ⁵⁵,mouse,k ʐ o ʔ ⁵⁵,7,Achang_Longchuan,TBL,2139,kʐoʔ⁵⁵,the mouse or rat,74,i m n c t
6175,xian1248,kʐoʔ⁵⁵,k ʐ o ʔ ⁵⁵,,k ʐ - o ʔ ⁵⁵,mouse,k ʐ o ʔ ⁵⁵,7,Xiandao,TBL,2139,kʐoʔ⁵⁵,the mouse or rat,74,i m n c t
6226,bela1241,ɣɔʔ³¹naʔ³¹,ɣ - ɔ ʔ ³¹ + n a ʔ ³¹,,ɣ - - ɔ ʔ ³¹ + n a ʔ ³¹,vermin black,ɣ ɔ ʔ ³¹ + n a ʔ ³¹,124,Bola,TBL,2139,ɣɔʔ³¹naʔ³¹,the mouse or rat,74 92,i n c t + i n c t
6407,nucl1310,ʨwɛʔ⁴,tɕ w ɛ ʔ ⁴,,tɕ - w ɛ ʔ ⁴,,tɕ w ɛ ʔ ⁴,7,Rangoon,TBL,2139,ʨwɛʔ⁴,the mouse or rat,74,i m n c t
6461,zaiw1240,ŋĕ²¹noʔ²¹,ŋ ĕ ²¹ + n o ʔ ²¹,,ŋ ĕ ²¹ + n o ʔ ²¹,mouse black,ŋ ĕ ²¹ + n o ʔ ²¹,580,Atsi,TBL,2139,ŋĕ²¹noʔ²¹,the mouse or rat,1296 92,i n t + i n c t
6566,maru1248,ɣuk³¹nɔʔ³¹,ɣ - u k ³¹ + n ɔ ʔ ³¹,,ɣ - - u k ³¹ + n ɔ ʔ ³¹,mouse black,ɣ u k ³¹ + n ɔ ʔ ³¹,124,Maru,TBL,2139,ɣuk³¹nɔʔ³¹,the mouse or rat,74 92,i n c t + i n c t
6647,lash1242,kjĭ²¹nɔʔ³¹,k j ĭ - ²¹ + n ɔ ʔ ³¹,,k j - ĭ - ²¹ + n ɔ ʔ ³¹,mouse black,k j ĭ ²¹ + n ɔ ʔ ³¹,124,Lashi,TBL,2139,kjĭ²¹nɔʔ³¹,the mouse or rat,74 92,i m n t + i n c t
7332,oldb1234,kro₁k,k r o k -,,k r o k,,k r o k,7,Old_Burmese,,2139,kro₁k,the mouse or rat,74,i m n c
5298,nucl1310,pɑ⁵⁵sɑʔ⁴,p ɑ ⁵⁵ + s ɑ ʔ ⁴,,p ɑ ⁵⁵ + s ɑ ʔ ⁴,,p ɑ ⁵⁵ + s ɑ ʔ ⁴,219,Rangoon,TBL,674,pɑ⁵⁵sɑʔ⁴,the mouth,1113 481,i n t + i n c t
2662,long1372,ȵ̥ot⁵³,n̥ʲ o t ⁵³,,n̥ʲ o t ⁵³,mouth,n̥ʲ o t ⁵³,295,Achang_Longchuan,TBL,674,ȵ̥ot⁵³,the mouth,1112,i n c t
2667,bela1241,nɔ̱t⁵⁵,n ɔ̰ t ⁵⁵,,n ɔ̰ t ⁵⁵,mouth,n ɔ̰ t ⁵⁵,295,Bola,TBL,674,nɔ̱t⁵⁵,the mouth,1112,i n c t
2671,maru1248,na̱t⁵⁵,n a̰ t ⁵⁵,,n a̰ t ⁵⁵,mouth,n a̰ t ⁵⁵,295,Maru,TBL,674,na̱t⁵⁵,the mouth,1112,i n c t
7334,oldb1234,pāḥ◦cap,p a ⁵⁵ + ts a p -,,p a ⁵⁵ + ts a p,cheek mouth,p a ⁵⁵ + ts a p,219,Old_Burmese,,674,pāḥ◦cap,the mouth,1113 481,i n t + i n c
7336,oldb1234,nhut,n̥ u t -,,n̥ u t,mouth-lips,n̥ u t,295,Old_Burmese,,674,nhut,the mouth,1112,i n c
6225,maru1248,mjik³¹ʦa̱i³⁵,m j i k ³¹ + ts a̰ i ³⁵,,m j i k ³¹ + ts a̰ i ³⁵,earth-mud-1 earth-mud-2,m j i k ³¹ + ts a̰ i ³⁵,265,Maru,TBL,640,mjik³¹ʦa̱i³⁵,the mud,690 691,i m n c t + i n N t
6244,zaiw1240,kə̱⁵⁵na̱²¹,k ə̰ ⁵⁵ + n a̰ ²¹,,k ə̰ ⁵⁵ + n a̰ ²¹,,k ə̰ ⁵⁵ + n a̰ ²¹,96,Atsi,TBL,640,kə̱⁵⁵na̱²¹,the mud,1326 1327,i n t + i n t
6246,nucl1310,ɕũ⁵³,ɕ ũ ∼ ⁵³,,ɕ - ũ - ⁵³,,ɕ ũ ∼ ⁵³,495,Rangoon,TBL,640,ɕũ⁵³,the mud,119,i n c t
6293,lash1242,tʰɔm⁵⁵pɔp³¹,tʰ ɔ m ⁵⁵ + p ɔ p ³¹,,tʰ - ɔ m ⁵⁵ + p ɔ p ³¹,,tʰ ɔ m ⁵⁵ + p ɔ p ³¹,596,Lashi,TBL,640,tʰɔm⁵⁵pɔp³¹,the mud,119 1328,i n c t + i n c t
6424,long1372,ȵ̥on⁵⁵pen³¹,n̥ʲ o n ⁵⁵ + p e n ³¹,,n̥ʲ o n ⁵⁵ + p e n ³¹,dirt? mud,n̥ʲ o n ⁵⁵ + p e n ³¹,372,Achang_Longchuan,TBL,640,ȵ̥on⁵⁵pen³¹,the mud,118 1329,i n c t + i n c t
6557,xian1248,ɲ̇on⁵⁵,ɲ̇ o n ⁵⁵,,ɲ̇ o n ⁵⁵,mud,ɲ̇ o n ⁵⁵,715,Xiandao,TBL,640,ɲ̇on⁵⁵,the mud,118,i n c t
6615,bela1241,ʦə̆⁵⁵ŋja̱ʔ⁵⁵,ts ə̆ ⁵⁵ + ŋ j a̰ ʔ ⁵⁵,,ts ə̆ - ⁵⁵ + ŋ j a̰ ʔ ⁵⁵,mud-1 mud-2,ts ə̆ ⁵⁵ + ŋ j a̰ ʔ ⁵⁵,610,Bola,TBL,640,ʦə̆⁵⁵ŋja̱ʔ⁵⁵,the mud,691 1330,i n t + i m n c t
5318,nucl1310,lɛʔ⁴tθɛ⁵⁵,l ɛ ʔ ⁴ - - - + tθ ɛ - ⁵⁵,,l ɛ ʔ ⁴ + tθ ɛ - ⁵⁵,,l ɛ ʔ ⁴ + tθ ɛ ⁵⁵,125,Rangoon,TBL,2128,lɛʔ⁴tθɛ⁵⁵,the nail (fingernail or claw),143 1114,i n c t + i n t
2692,long1372,lɔʔ⁵⁵ʂəŋ³¹,l ɔ ʔ ⁵⁵ - - - + ʂ ə ŋ ³¹,,l ɔ ʔ ⁵⁵ + ʂ ə ŋ ³¹,hand nail,l ɔ ʔ ⁵⁵ + ʂ ə ŋ ³¹,125,Achang_Longchuan,TBL,2128,lɔʔ⁵⁵ʂəŋ³¹,the nail (fingernail or claw),143 1114,i n c t + i n c t
2694,zaiw1240,loʔ²¹siŋ²¹,l o ʔ ²¹ - - - + s i ŋ ²¹,,l o ʔ ²¹ + s i ŋ ²¹,hand nail,l o ʔ ²¹ + s i ŋ ²¹,125,Atsi,TBL,2128,loʔ²¹siŋ²¹,the nail (fingernail or claw),143 1114,i n c t + i n c t
2696,bela1241,laʔ³¹saŋ³⁵,l a ʔ ³¹ - - - + s a ŋ ³⁵,,l a ʔ ³¹ + s a ŋ ³⁵,hand nail,l a ʔ ³¹ + s a ŋ ³⁵,125,Bola,TBL,2128,laʔ³¹saŋ³⁵,the nail (fingernail or claw),143 1114,i n c t + i n c t
2697,lash1242,lɔʔ³¹sə̱ŋ⁵⁵,l ɔ ʔ ³¹ - - - + s ə̰ ŋ ⁵⁵,,l ɔ ʔ ³¹ + s ə̰ ŋ ⁵⁵,hand nail,l ɔ ʔ ³¹ + s ə̰ ŋ ⁵⁵,125,Lashi,TBL,2128,lɔʔ³¹sə̱ŋ⁵⁵,the nail (fingernail or claw),143 1114,i n c t + i n c t
2699,maru1248,lɔʔ³¹saŋ³⁵,l ɔ ʔ ³¹ - - - + s a ŋ ³⁵,,l ɔ ʔ ³¹ + s a ŋ ³⁵,hand nail,l ɔ ʔ ³¹ + s a ŋ ³⁵,125,Maru,TBL,2128,lɔʔ³¹saŋ³⁵,the nail (fingernail or claw),143 1114,i n c t + i n c t
2701,xian1248,lɔʔ⁵⁵ʂɯŋ³¹,l ɔ ʔ ⁵⁵ - - - + ʂ ɯ ŋ ³¹,,l ɔ ʔ ⁵⁵ + ʂ ɯ ŋ ³¹,hand nail,l ɔ ʔ ⁵⁵ + ʂ ɯ ŋ ³¹,125,Xiandao,TBL,2128,lɔʔ⁵⁵ʂɯŋ³¹,the nail (fingernail or claw),143 1114,i n c t + i n c t
7339,oldb1234,lak◦sañḥ,- - - - l a k + s a nʲ ⁵⁵,,l a k + s a nʲ ⁵⁵,hand claw,l a k + s a nʲ ⁵⁵,125,Old_Burmese,,2128,lak◦sañḥ,the nail (fingernail or claw),143 1114,i n c + i n c t
5530,nucl1310,nɑ²²mɛ²²,n ɑ ²² + m ɛ ²²,bad concept,n ɑ ²² + m - ɛ - ²²,,n ɑ ²² + m ɛ ²²,359,Rangoon,TBL,1405,nɑ²²mɛ²²,the name,1115 486,i n t + i n t
2716,long1372,a³¹ȵiŋ⁵⁵,a ³¹ - + nʲ i ŋ ⁵⁵,bad concept,a ³¹ + nʲ - i ŋ ⁵⁵,a-prefix name,a ³¹ + nʲ i ŋ ⁵⁵,691,Achang_Longchuan,TBL,1405,a³¹ȵiŋ⁵⁵,the name,1116 486,n t + i n c t
2718,zaiw1240,mjiŋ⁵¹,m j i ŋ ⁵¹,bad concept,m j i ŋ ⁵¹,name,m j i ŋ ⁵¹,369,Atsi,TBL,1405,mjiŋ⁵¹,the name,486,i m n c t
2719,bela1241,maŋ⁵⁵,m - a ŋ ⁵⁵,bad concept,m - a ŋ ⁵⁵,name,m a ŋ ⁵⁵,369,Bola,TBL,1405,maŋ⁵⁵,the name,486,i n c t
2722,lash1242,mjiŋ³¹,m j i ŋ ³¹,bad concept,m j i ŋ ³¹,name,m j i ŋ ³¹,369,Lashi,TBL,1405,mjiŋ³¹,the name,486,i m n c t
2723,maru1248,maŋ³¹,m - a ŋ ³¹,bad concept,m - a ŋ ³¹,,m a ŋ ³¹,369,Maru,TBL,1405,maŋ³¹,the name,486,i n c t
2724,xian1248,a³¹niŋ⁵⁵,a ³¹ - + n i ŋ ⁵⁵,bad concept,a ³¹ + n - i ŋ ⁵⁵,a-prefix name,a ³¹ + n i ŋ ⁵⁵,691,Xiandao,TBL,1405,a³¹niŋ⁵⁵,the name,1116 486,n t + i n c t
5529,nucl1310,nɑ²²mi²²,n ɑ ²² + m i ²²,bad concept,n ɑ ²² + m - i - ²²,,n ɑ ²² + m i ²²,359,Rangoon,TBL,1405,nɑ²²mi²²,the name,1115 486,i n t + i n t
7341,oldb1234,a◦mañ,- - a + m a nʲ -,,a + m a nʲ,a-prefix name,a + m a nʲ,691,Old_Burmese,,1405,a◦mañ,the name,1116 486,n + i n c
5629,nucl1310,lɛ²²pĩ⁵⁵,l ɛ ²² + p ĩ ∼ ⁵⁵,,l ɛ - ²² + p ĩ ⁵⁵ -,,l ɛ ²² + p ĩ ∼ ⁵⁵,408,Rangoon,TBL,1333,lɛ²²pĩ⁵⁵,the neck,503 505,i n t + i n c t
2781,long1372,laŋ³¹tsəŋ³¹,l a ŋ ³¹ + ts ə ŋ ³¹,,l a ŋ ³¹ + ts ə ŋ ³¹,neck,l a ŋ ³¹ + ts ə ŋ ³¹,123,Achang_Longchuan,TBL,1333,laŋ³¹tsəŋ³¹,the neck,503 504,i n c t + i n c t
2786,bela1241,laŋ⁵⁵taŋ³¹,l a ŋ ⁵⁵ + t a ŋ ³¹,,l a ŋ ⁵⁵ + t a ŋ ³¹,neck-1 neck-2,l a ŋ ⁵⁵ + t a ŋ ³¹,123,Bola,TBL,1333,laŋ⁵⁵taŋ³¹,the neck,503 504,i n c t + i n c t
2792,maru1248,laŋ³¹tsaŋ³⁵,l a ŋ ³¹ + ts a ŋ ³⁵,,l a ŋ ³¹ + ts a ŋ ³⁵,,l a ŋ ³¹ + ts a ŋ ³⁵,123,Maru,TBL,1333,laŋ³¹tsaŋ³⁵,the neck,503 504,i n c t + i n c t
7343,oldb1234,lañ,l a nʲ,,l a nʲ,neck,l a nʲ,491,Old_Burmese,,1333,lañ,the neck,503,i n c
2805,maru1248,ŋɛ̱ʔ⁵⁵,ŋ ɛ̰ ʔ ⁵⁵,,ŋ ɛ̰ ʔ ⁵⁵,needle,ŋ ɛ̰ ʔ ⁵⁵,413,Maru,TBL,1382,ŋɛ̱ʔ⁵⁵,the needle (for sewing),508,i n c t
5347,nucl1310,ɑʔ⁴,- ɑ ʔ ⁴,,- ɑ ʔ ⁴,,ɑ ʔ ⁴,413,Rangoon,TBL,1382,ɑʔ⁴,the needle (for sewing),508,n c t
2798,long1372,ap⁵⁵,- a p ⁵⁵,,- a p ⁵⁵,needle,a p ⁵⁵,413,Achang_Longchuan,TBL,1382,ap⁵⁵,the needle (for sewing),508,n c t
2800,zaiw1240,ap⁵⁵,- a p ⁵⁵,,- a p ⁵⁵,needle,a p ⁵⁵,413,Atsi,TBL,1382,ap⁵⁵,the needle (for sewing),508,n c t
2801,bela1241,ŋɛ̱ʔ⁵⁵,ŋ ɛ̰ ʔ ⁵⁵,,ŋ ɛ̰ ʔ ⁵⁵,needle,ŋ ɛ̰ ʔ ⁵⁵,413,Bola,TBL,1382,ŋɛ̱ʔ⁵⁵,the needle (for sewing),508,i n c t
2804,lash1242,ŋa̱p⁵⁵,ŋ a̰ p ⁵⁵,,ŋ a̰ p ⁵⁵,needle,ŋ a̰ p ⁵⁵,413,Lashi,TBL,1382,ŋa̱p⁵⁵,the needle (for sewing),508,i n c t
2806,xian1248,ap⁵⁵,- a p ⁵⁵,,- a p ⁵⁵,needle,a p ⁵⁵,413,Xiandao,TBL,1382,ap⁵⁵,the needle (for sewing),508,n c t
7345,oldb1234,ap,- a p -,,a p,,a p,413,Old_Burmese,,1382,ap,the needle (for sewing),508,n c
6191,xian1248,ʂan³¹u³¹,ʂ a n ³¹ + u - ³¹,,ʂ a n ³¹ + u - - ³¹,louse egg-head,ʂ a n ³¹ + u ³¹,669,Xiandao,TBL,267,ʂan³¹u³¹,the nit,445 1306,i n c t + n t
6206,lash1242,ʃɛ̱n⁵⁵u⁵³,ʃ ɛ̰ n ⁵⁵ + u - ⁵³,,ʃ ɛ̰ n ⁵⁵ + u - - ⁵³,louse egg,ʃ ɛ̰ n ⁵⁵ + u ⁵³,669,Lashi,TBL,267,ʃɛ̱n⁵⁵u⁵³,the nit,445 1306,i n c t + n t
6245,bela1241,ʃɔn³⁵u̱³⁵,ʃ ɔ n ³⁵ + ṵ - ³⁵,,ʃ ɔ n ³⁵ + ṵ - - ³⁵,louse egg,ʃ ɔ n ³⁵ + ṵ ³⁵,669,Bola,TBL,267,ʃɔn³⁵u̱³⁵,the nit,445 1306,i n c t + n t
6335,long1372,ʂan³¹uʔ³¹,ʂ a n ³¹ + u ʔ ³¹,,ʂ a n ³¹ + u - ʔ ³¹,louse egg,ʂ a n ³¹ + u ʔ ³¹,669,Achang_Longchuan,TBL,267,ʂan³¹uʔ³¹,the nit,445 1306,i n c t + n c t
6401,maru1248,ʃiŋ³⁵a̱u⁵⁵,ʃ i ŋ ³⁵ + a̰ u ⁵⁵,,ʃ i ŋ ³⁵ + a̰ u - ⁵⁵,louse egg,ʃ i ŋ ³⁵ + a̰ u ⁵⁵,669,Maru,TBL,267,ʃiŋ³⁵a̱u⁵⁵,the nit,445 1306,i n c t + n N t
6417,nucl1310,tθɑ̃⁵⁵u⁵³,tθ ɑ̃ ∼ ⁵⁵ + u - ⁵³,,tθ ɑ̃ ∼ ⁵⁵ + u - - ⁵³,,tθ ɑ̃ ∼ ⁵⁵ + u ⁵³,669,Rangoon,TBL,267,tθɑ̃⁵⁵u⁵³,the nit,445 1306,i n c t + n t
6479,zaiw1240,ʃin²¹u⁵⁵,ʃ i n ²¹ + u - ⁵⁵,,ʃ i n ²¹ + u - - ⁵⁵,louse egg,ʃ i n ²¹ + u ⁵⁵,669,Atsi,TBL,267,ʃin²¹u⁵⁵,the nit,445 1306,i n c t + n t
5337,nucl1310,n̥ɑ²²kʰɑ̃u⁵⁵,n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵,,n̥ ɑ - ²² + kʰ ɑ̃ u ∼ ⁵⁵,,n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵,392,Rangoon,TBL,1221,n̥ɑ²²kʰɑ̃u⁵⁵,the nose,516 517,i n t + i n N c t
2860,bela1241,na̱⁵⁵,n a̰ - ⁵⁵,,n a̰ - ⁵⁵,nose,n a̰ ⁵⁵,129,Bola,TBL,1221,na̱⁵⁵,the nose,516,i n t
2866,maru1248,nɔ̱³¹,n ɔ̰ - ³¹,,n ɔ̰ - ³¹,,n ɔ̰ ³¹,129,Maru,TBL,1221,nɔ̱³¹,the nose,516,i n t
7347,oldb1234,nhā,n̥ a - ²²,,n̥ a ²²,,n̥ a ²²,129,Old_Burmese,,1221,nhā,the nose,516,i n t
2854,long1372,ȵ̥ɔŋ⁵⁵,n̥ʲ ɔ ŋ ⁵⁵,,n̥ʲ ɔ ŋ ⁵⁵,nose,n̥ʲ ɔ ŋ ⁵⁵,129,Achang_Longchuan,TBL,1221,ȵ̥ɔŋ⁵⁵,the nose,516,i n c t
5257,nucl1310,pʰjɑ̃²²,pʰ j ɑ̃ ∼ ²²,,pʰ j ɑ̃ ∼ ²²,otter,pʰ j ɑ̃ ∼ ²²,313,Rangoon,TBL,15,pʰjɑ̃²²,the otter,1121,i m n c t
2964,long1372,sam⁵⁵,s a m ⁵⁵,,s a m ⁵⁵,otter,s a m ⁵⁵,400,Achang_Longchuan,TBL,15,sam⁵⁵,the otter,537,i n c t
2966,zaiw1240,xam⁵¹,x a m ⁵¹,,x a m ⁵¹,otter,x a m ⁵¹,400,Atsi,TBL,15,xam⁵¹,the otter,537,i n c t
2967,bela1241,xɛ̃⁵⁵,x ɛ̃ ∼ ⁵⁵,,x ɛ̃ ∼ ⁵⁵,otter,x ɛ̃ ∼ ⁵⁵,400,Bola,TBL,15,xɛ̃⁵⁵,the otter,537,i n c t
2970,lash1242,ʃa̱m³³,ʃ a̰ m ³³,,ʃ a̰ m ³³,otter,ʃ a̰ m ³³,400,Lashi,TBL,15,ʃa̱m³³,the otter,537,i n c t
2971,maru1248,xɛ̃³¹,x ɛ̃ ∼ ³¹,,x ɛ̃ ∼ ³¹,,x ɛ̃ ∼ ³¹,400,Maru,TBL,15,xɛ̃³¹,the otter,537,i n c t
2972,xian1248,ti⁵⁵kʐoŋ⁵⁵,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,water otter,t i ⁵⁵ + k ʐ o ŋ ⁵⁵,578,Xiandao,TBL,15,ti⁵⁵kʐoŋ⁵⁵,the otter,867 1120,i n t + i m n c t
7349,oldb1234,phyaṃ,pʰ j a m -,,pʰ j a m,,pʰ j a m,313,Old_Burmese,,15,phyaṃ,the otter,1121,i m n c
5536,nucl1310,wɛʔ⁴,w ɛ ʔ ⁴,,w ɛ ʔ ⁴,,w ɛ ʔ ⁴,539,Rangoon,TBL,1337,wɛʔ⁴,the pig,552,i n c t
3027,zaiw1240,vaʔ²¹,v a ʔ ²¹,,v a ʔ ²¹,pig,v a ʔ ²¹,539,Atsi,TBL,1337,vaʔ²¹,the pig,552,i n c t
3031,lash1242,vuʔ³¹,v u ʔ ³¹,,v u ʔ ³¹,pig,v u ʔ ³¹,539,Lashi,TBL,1337,vuʔ³¹,the pig,552,i n c t
3025,long1372,oʔ⁵⁵,- o ʔ ⁵⁵,,- o ʔ ⁵⁵,pig,o ʔ ⁵⁵,539,Achang_Longchuan,TBL,1337,oʔ⁵⁵,the pig,552,n c t
3028,bela1241,vaʔ³¹,v a ʔ ³¹,,v a ʔ ³¹,pig,v a ʔ ³¹,539,Bola,TBL,1337,vaʔ³¹,the pig,552,i n c t
3032,maru1248,vɔʔ³¹,v ɔ ʔ ³¹,,v ɔ ʔ ³¹,pig,v ɔ ʔ ³¹,539,Maru,TBL,1337,vɔʔ³¹,the pig,552,i n c t
3033,xian1248,oʔ⁵⁵,- o ʔ ⁵⁵,,- o ʔ ⁵⁵,pig,o ʔ ⁵⁵,539,Xiandao,TBL,1337,oʔ⁵⁵,the pig,552,n c t
7351,oldb1234,vak,w a k -,,w a k,,w a k,539,Old_Burmese,,1337,vak,the pig,552,i n c
5281,nucl1310,mo⁵⁵,m o - ⁵⁵,bad concept,m o - - ⁵⁵,,m o ⁵⁵,128,Rangoon,TBL,658,mo⁵⁵,the rain,1129,i n t
3236,long1372,mau³¹ʐo⁵⁵,m a u ³¹ + ʐ o ⁵⁵,,m a u - ³¹ + ʐ o ⁵⁵,sky rain,m a u ³¹ + ʐ o ⁵⁵,113,Achang_Longchuan,TBL,658,mau³¹ʐo⁵⁵,the rain,1129 1128,i n N t + i n t
3239,zaiw1240,mau²¹,m a u ²¹,,m a u - ²¹,sky-rain,m a u ²¹,128,Atsi,TBL,658,mau²¹,the rain,1129,i n N t
3242,bela1241,mau³¹ɣɔ⁵⁵,m a u ³¹ + ɣ ɔ ⁵⁵,,m a u - ³¹ + ɣ ɔ ⁵⁵,sky-1 rain,m a u ³¹ + ɣ ɔ ⁵⁵,113,Bola,TBL,658,mau³¹ɣɔ⁵⁵,the rain,1129 1128,i n N t + i n t
3246,lash1242,mou³³wɔ³¹,m o u ³³ + w ɔ ³¹,,m o u - ³³ + w ɔ ³¹,sky rain,m o u ³³ + w ɔ ³¹,113,Lashi,TBL,658,mou³³wɔ³¹,the rain,1129 1128,i n N t + i n t
3248,maru1248,muk⁵⁵,m u k ⁵⁵,,m u - k ⁵⁵,sky,m u k ⁵⁵,128,Maru,TBL,658,muk⁵⁵,the rain,1129,i n c t
3250,xian1248,mau³¹ʐo⁵⁵,m a u ³¹ + ʐ o ⁵⁵,,m a u - ³¹ + ʐ o ⁵⁵,sky rain,m a u ³¹ + ʐ o ⁵⁵,113,Xiandao,TBL,658,mau³¹ʐo⁵⁵,the rain,1129 1128,i n N t + i n t
7353,oldb1234,ro₁,r o,,r o,,r o,268,Old_Burmese,,658,ro₁,the rain,1128,i n
6143,xian1248,l̥ɿ⁵⁵ɲ̊ɔʔ⁵⁵l̥aŋ³¹kam⁵⁵,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,712,Xiandao,TBL,1733,l̥ɿ⁵⁵ɲ̊ɔʔ⁵⁵l̥aŋ³¹kam⁵⁵,the rainbow,1254 1008 1255 1256,i n t + i n c t + i n c t + i n c t
6151,long1372,xɔŋ⁵¹ȵin³¹nam³¹,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,rainbow1 rainbow2 sky?,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,19,Achang_Longchuan,TBL,1733,xɔŋ⁵¹ȵin³¹nam³¹,the rainbow,1004 1253 1257,i n c t + i n c t + i n c t
6169,lash1242,sə̱ŋ⁵⁵jaŋ³³jɔ³¹kan³³,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,325,Lashi,TBL,1733,sə̱ŋ⁵⁵jaŋ³³jɔ³¹kan³³,the rainbow,1004 1008 1258 1256,i n c t + i n c t + i n t + i n c t
6209,maru1248,ɣɔʔ³¹kaŋ³⁵saŋ³¹ŋjɔ̃³¹,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,407,Maru,TBL,1733,ɣɔʔ³¹kaŋ³⁵saŋ³¹ŋjɔ̃³¹,the rainbow,1005 1006 1007 1008,i n c t + i n c t + i n c t + i m n c t
6229,nucl1310,tθɛʔ⁴tɑ̃⁵³,tθ ɛ ʔ ⁴ - - - + t ɑ̃ ∼ ⁵³,,tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³,,tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³,224,Rangoon,TBL,1733,tθɛʔ⁴tɑ̃⁵³,the rainbow,1002 1003,i n c t + i n c t
